ID,Dep,Nom,Code Postal,INSEE,Habitants,Densite,Surface,Longitude,Latitude,Altitude Max
33535,82,Saint-Nicolas-de-la-Grave,82210,82169,2140,72,29.34,1.03333,44.0667,88
33536,82,Montesquieu,82200,82127,785,27,28.65,1.06667,44.2,197
33537,82,Villebrumier,82370,82194,1240,108,11.38,1.45,43.9,201
33538,82,Beaupuy,82600,82014,303,25,11.81,1.13333,43.8167,246
33539,82,Sistels,82340,82181,205,15,13.57,0.783333,44.0667,199
33540,82,Réalville,82440,82149,1849,73,25.09,1.46667,44.1167,210
33541,82,Ginals,82330,82069,202,8,24.15,1.86667,44.2,463
33542,82,Dieupentale,82170,82048,1426,232,6.14,1.26667,43.8667,154
33543,82,Bourg-de-Visa,82190,82022,398,27,14.41,0.966667,44.25,233
33544,82,Montbartier,82700,82123,1248,83,15.01,1.26667,43.9,141
33545,82,Asques,82120,82004,140,13,10.61,0.916667,44,187
33546,82,Belvèze,82150,82016,211,15,13.88,1.1,44.3333,271
33547,82,Garganvillar,82100,82063,628,28,22.34,1.08333,43.9833,188
33548,82,Nègrepelisse,82800,82134,5168,104,49.22,1.51667,44.0667,207
33549,82,Lamagistère,82360,82089,1162,127,9.1,0.833333,44.1167,65
33550,82,Glatens,82500,82070,69,29,2.31,0.916667,43.8833,255
33551,82,Monbéqui,82170,82114,587,86,6.78,1.25,43.8833,104
33552,82,Valeilles,82150,82185,233,16,13.75,0.916667,44.3667,247
33553,82,Aucamville,82600,82005,1024,44,22.91,1.21667,43.8,168
33554,82,Miramont-de-Quercy,82190,82111,353,23,14.9,1.06583,44.2303,224
33555,82,Mouillac,82160,82133,92,10,9.08,1.66667,44.2667,326
33556,82,Lauzerte,82110,82094,1506,33,44.56,1.13333,44.25,270
33557,82,Montauban,82000,82121,56271,416,135.17,1.35,44.0167,207
33558,82,Castelferrus,82100,82030,419,49,8.39,1.0875,44.0095,145
33559,82,Castanet,82160,82029,241,10,22.07,1.95,44.2667,506
33560,82,Fauroux,82190,82060,221,16,13.12,1,44.25,237
33561,82,Boudou,82200,82019,692,56,12.3,1.01667,44.1,194
33562,82,Monteils,82300,82126,1303,107,12.08,1.56556,44.1734,187
33563,82,Le Pin,82340,82139,120,25,4.71,0.966667,44.05,137
33564,82,Larrazet,82500,82093,640,42,14.91,1.08333,43.9333,187
33565,83,Seillons-Source-d'Argens,83470,83125,2173,86,25.11,5.88362,43.4964,580
33566,83,Néoules,83136,83088,2486,99,25.08,6.01667,43.3,700
33567,83,Solliès-Toucas,83210,83131,5131,170,30.09,6.01667,43.2,783
33568,83,Cogolin,83310,83042,11108,397,27.93,6.53333,43.25,390
33569,83,Villecroze,83690,83149,1201,58,20.68,6.26667,43.5833,520
33570,83,Le Cannet-des-Maures,83340,83031,4070,55,73.64,6.35,43.4,628
33571,83,Claviers,83830,83041,583,36,15.9,6.56667,43.6,728
33572,83,La Londe-les-Maures,83250,83071,9870,124,79.29,6.23333,43.1333,601
33573,83,Pontevès,83670,83095,712,17,41.07,6.05,43.5667,801
33574,83,Brue-Auriac,83119,83025,1210,32,36.73,5.95,43.5333,466
33575,83,Régusse,83630,83102,2156,61,35.3,6.13333,43.65,932
33576,83,Plan-d'Aups-Sainte-Baume,83640,83093,1577,63,24.91,5.7175,43.33,1148
33577,83,Figanières,83830,83056,2547,90,28.17,6.5,43.5667,719
33578,83,Sainte-Maxime,83120,83115,12938,158,81.61,6.63333,43.3,532
33579,83,Solliès-Pont,83210,83130,11090,625,17.73,6.05,43.1833,343
33580,83,Rians,83560,83104,4197,43,96.87,5.75,43.6167,651
33581,83,Saint-Cyr-sur-Mer,83270,83112,11819,558,21.15,5.71667,43.1833,254
33582,83,Mazaugues,83136,83076,822,15,53.79,5.91667,43.3333,1055
33583,83,Cabasse,83340,83026,1988,43,45.49,6.23333,43.4167,404
33584,83,Nans-les-Pins,83860,83087,4132,86,47.99,5.78333,43.3667,772
33585,83,Cavalaire-sur-Mer,83240,83036,6884,411,16.74,6.53333,43.1667,528
33586,83,Flassans-sur-Issole,83340,83057,3093,70,43.68,6.21667,43.3667,527
33587,83,Ramatuelle,83350,83101,2183,61,35.57,6.61667,43.2167,324
33588,83,Le Thoronet,83340,83136,2293,61,37.53,6.3,43.45,444
33589,83,Saint-Zacharie,83640,83120,4914,181,27.02,5.71667,43.3833,756
33590,83,Le Bourguet,83840,83020,26,1,25.39,6.51667,43.7833,1245
33591,83,La Garde,83130,83062,25930,1668,15.54,6.01056,43.1248,206
33592,83,Puget-sur-Argens,83480,83099,6587,244,26.9,6.68333,43.45,180
33593,83,Sanary-sur-Mer,83110,83123,16429,854,19.23,5.8,43.1167,446
33594,83,Bras,83149,83021,2449,70,34.93,5.95,43.4667,580
33595,83,Hyères,83400,83069,54600,412,132.38,6.11667,43.1167,364
33596,83,La Valette-du-Var,83160,83144,20754,1338,15.5,5.98333,43.1333,701
33597,83,Méounes-lès-Montrieux,83136,83077,2001,48,40.92,5.96667,43.2833,784
33598,83,Ollioules,83190,83090,12774,642,19.89,5.85,43.1333,520
33599,83,Sillans-la-Cascade,83690,83128,631,31,20.17,6.18333,43.5667,476
33600,83,Saint-Maximin-la-Sainte-Baume,83470,83116,14505,226,64.13,5.86667,43.45,778
33601,83,Saint-Antonin-du-Var,83510,83154,633,35,17.64,6.28695,43.5067,396
33602,83,Callian,83440,83029,3208,126,25.42,6.75,43.6333,581
33603,83,Solliès-Ville,83210,83132,2464,174,14.1,6.03333,43.1833,680
33604,83,Rayol-Canadel-sur-Mer,83820,83152,727,106,6.83,6.46167,43.1587,494
33605,83,La Celle,83170,83037,1305,62,21,6.03333,43.4,827
33606,83,Le Plan-de-la-Tour,83120,83094,2875,78,36.8,6.55,43.3333,540
33607,83,Vins-sur-Caramy,83170,83151,916,56,16.3,6.15,43.4333,396
33608,83,Flayosc,83780,83058,4419,96,45.95,6.4,43.5333,752
33609,83,Bauduen,83630,83015,320,6,47.45,6.18333,43.7333,1142
33610,83,Camps-la-Source,83170,83030,1713,76,22.47,6.08333,43.3833,637
33611,83,Bargemon,83830,83011,1496,42,35.14,6.53333,43.6167,1089
33612,83,Tanneron,83440,83133,1468,27,52.78,6.88333,43.5833,516
33613,83,Fox-Amphoux,83670,83060,455,11,40.76,6.1,43.5833,691
33614,83,Aups,83630,83007,2095,32,64.15,6.23333,43.6167,1076
33615,83,Taradeau,83460,83134,1748,100,17.31,6.43333,43.45,259
33616,83,Saint-Julien,83560,83113,2063,27,75.88,5.90695,43.6912,596
33617,83,La Martre,83840,83074,183,8,20.37,6.6,43.7667,1589
33618,83,Lorgues,83510,83072,8976,139,64.37,6.36667,43.4833,343
33619,83,Arcs,83460,83004,6515,120,54.26,6.48333,43.45,342
33620,83,Roquebrune-sur-Argens,83520,83107,12822,120,106.1,6.63333,43.4333,480
33621,83,Entrecasteaux,83570,83051,1065,33,32.11,6.23333,43.5167,354
33622,83,Callas,83830,83028,1816,36,49.26,6.53333,43.5833,811
33623,83,Ollières,83470,83089,635,16,39.66,5.83333,43.4833,621
33624,83,Rougiers,83170,83110,1531,74,20.53,5.85,43.3833,741
33625,83,Pourcieux,83470,83096,1136,53,21.23,5.78333,43.4667,870
33626,83,Évenos,83330,83053,2137,50,41.95,5.85,43.1667,804
33627,83,Carnoules,83660,83033,3241,127,25.49,6.18333,43.3,485
33628,83,Le Pradet,83220,83098,11506,1154,9.97,6.01667,43.1,273
33629,83,Bargème,83840,83010,155,5,27.95,6.56667,43.7333,1589
33630,83,Bormes-les-Mimosas,83230,83019,7406,76,97.32,6.33333,43.15,642
33631,83,Seillans,83440,83124,2530,28,88.66,6.63333,43.6333,1303
33632,83,Pourrières,83910,83097,4475,79,56.32,5.73333,43.5,872
33633,83,Pignans,83790,83092,3357,96,34.87,6.21667,43.3,766
33634,83,Carqueiranne,83320,83034,9886,682,14.48,6.08333,43.0833,305
33635,83,Tavernes,83670,83135,1250,40,31.15,6.01667,43.6,691
33636,83,Adrets-de-l'Estérel,83600,83001,2629,118,22.26,6.81417,43.5256,420
33637,83,Fayence,83440,83055,5109,184,27.68,6.68333,43.6167,665
33638,83,Six-Fours-les-Plages,83140,83129,34897,1312,26.58,5.83945,43.0934,352
33639,83,Châteauvieux,83840,83040,76,5,14.97,6.575,43.775,1271
33640,83,Carcès,83570,83032,3332,93,35.76,6.18333,43.4667,396
33641,83,Vidauban,83550,83148,10165,137,73.93,6.43333,43.4167,354
33642,83,Garéoult,83136,83064,5613,356,15.75,6.05,43.3333,659
33643,83,Varages,83670,83145,1117,31,35.11,5.96667,43.6,573
33644,83,Draguignan,83300,83050,36391,677,53.75,6.46667,43.5333,603
33645,83,Saint-Martin,83560,83114,212,8,26.33,5.88478,43.5892,582
33646,83,Esparron,83560,83052,324,10,30.04,5.85,43.5917,641
33647,83,Barjols,83670,83012,3059,101,30.06,6,43.55,473
33648,83,Montauroux,83440,83081,5801,172,33.54,6.76667,43.6167,437
33649,83,Saint-Paul-en-Forêt,83440,83117,1675,82,20.26,6.68333,43.5667,471
33650,83,Moissac-Bellevue,83630,83078,284,13,20.59,6.16667,43.65,982
33651,83,Le Val,83143,83143,4174,106,39.34,6.08333,43.4333,540
33652,83,Trans-en-Provence,83720,83141,5531,325,16.99,6.48333,43.5,272
33653,83,Le Muy,83490,83086,9050,135,66.58,6.55,43.4667,561
33654,83,Fréjus,83600-83370,83061,51839,506,102.27,6.73611,43.4339,616
33655,83,Correns,83570,83045,842,22,37.06,6.08333,43.4833,561
33656,83,Signes,83870,83127,2801,21,133.1,5.86667,43.3,1148
33657,83,La Roquebrussanne,83136,83108,2372,64,37.05,5.98333,43.3333,827
33658,83,Riboux,13780,83105,33,2,13.48,5.75,43.3,1054
33659,83,Châteauvert,83670,83039,135,4,27.52,6.01667,43.5,561
33660,83,Montmeyan,83670,83084,560,14,39.43,6.06667,43.65,691
33661,83,Montferrat,83131,83082,1344,39,34.01,6.48333,43.6167,952
33662,83,Vérignon,83630,83147,11,0,36.9,6.26667,43.65,1142
33663,83,Cuers,83390,83049,10246,202,50.53,6.06667,43.2333,700
33664,83,Grimaud,83310,83068,4171,93,44.58,6.51667,43.2667,503
33665,83,Besse-sur-Issole,83890,83018,2918,78,37.19,6.16667,43.35,637
33666,83,Mons,83440,83080,863,11,76.63,6.71667,43.6833,1712
33667,83,Comps-sur-Artuby,83840,83044,325,5,63.49,6.5,43.7167,1178
33668,83,La Crau,83260,83047,16786,443,37.87,6.06667,43.15,270
33669,83,Tourrettes,83440,83138,2743,80,33.99,6.70223,43.6234,592
33670,83,Le Lavandou,83980,83070,5546,187,29.65,6.36667,43.1333,485
33671,83,Salernes,83690,83121,3670,93,39.3,6.23333,43.55,484
33672,83,Salles-sur-Verdon,83630,83122,228,45,4.97,6.2,43.7667,665
33673,83,Gassin,83580,83065,2853,115,24.74,6.58333,43.2167,324
33674,83,Baudinard-sur-Verdon,83630,83014,189,8,21.97,6.13445,43.7164,785
33675,83,Forcalqueiret,83136,83059,2421,234,10.33,6.08333,43.3333,528
33676,83,La Motte,83920,83085,2930,104,28.12,6.51667,43.4833,320
33677,83,Toulon,83000-83100-83200,83137,164532,3840,42.84,5.93333,43.1167,589
33678,83,La Môle,83310,83079,1067,23,45.28,6.46667,43.2,529
33679,83,Puget-Ville,83390,83100,3801,103,36.83,6.13333,43.2833,572
33680,83,Le Beausset,83330,83016,9115,253,35.95,5.8,43.2,560
33681,83,La Verdière,83560,83146,1543,22,68.16,5.93333,43.6333,692
33682,83,La Cadière-d'Azur,83740,83027,5385,143,37.42,5.76667,43.2,460
33683,83,Belgentier,83210,83017,2424,181,13.38,6,43.25,620
33684,83,Châteaudouble,83300,83038,465,11,40.91,6.45,43.5833,1039
33685,83,Aiguines,83630,83002,261,2,114.33,6.25,43.7667,1572
33686,83,Tourtour,83690,83139,589,20,28.69,6.3,43.5833,903
33687,83,Brignoles,83170,83023,16368,232,70.53,6.06667,43.4,767
33688,83,Saint-Raphaël,83700-83530,83118,33603,375,89.59,6.76667,43.4167,560
33689,83,Collobrières,83610,83043,1866,16,112.68,6.3,43.2333,776
33690,83,Sainte-Anastasie-sur-Issole,83136,83111,1922,179,10.71,6.13333,43.3333,580
33691,83,La Garde-Freinet,83680,83063,1746,22,76.64,6.46667,43.3167,674
33692,83,La Croix-Valmer,83420,83048,3429,153,22.28,6.56667,43.2,369
33693,83,Rocbaron,83136,83106,3595,177,20.28,6.08333,43.3,592
33694,83,Le Luc,83340,83073,9498,215,44.16,6.31667,43.3833,400
33695,83,La Bastide,83840,83013,205,17,11.76,6.61667,43.7333,1686
33696,83,Brenon,83840,83022,24,4,5.59,6.55,43.7667,1264
33697,83,Artignosc-sur-Verdon,83630,83005,297,16,18.53,6.1,43.7,600
33698,83,Montfort-sur-Argens,83570,83083,1209,101,11.92,6.11667,43.4667,344
33699,83,Artigues,83560,83006,199,6,31.85,5.8,43.6,641
33700,83,Gonfaron,83590,83067,4192,103,40.42,6.28333,43.3167,766
33701,83,Cotignac,83570,83046,2201,49,44.26,6.15,43.5333,712
33702,83,Tourves,83170,83140,4855,73,65.62,5.93333,43.4,542
33703,83,Saint-Tropez,83990,83119,4532,405,11.18,6.63333,43.2667,115
33704,83,Pierrefeu-du-Var,83390,83091,5548,95,58.36,6.13333,43.2167,442
33705,83,Le Revest-les-Eaux,83200,83103,3693,153,24.07,6.56667,43.3667,804
33706,83,La Farlède,83210,83054,8304,999,8.31,6.03333,43.1667,640
33707,83,Saint-Mandrier-sur-Mer,83430,83153,5750,1123,5.12,5.93333,43.0667,123
33708,83,Le Castellet,83330,83035,4099,91,44.77,5.77667,43.2028,503
33709,83,Bandol,83150,83009,8028,934,8.59,5.75,43.1333,221
33710,83,Ampus,83111,83003,925,11,82.77,6.38333,43.6,1174
33711,83,La Seyne-sur-Mer,83500,83126,62082,2800,22.17,5.88333,43.1,352
33712,83,La Roque-Esclapon,83840,83109,240,8,26.98,6.63333,43.7167,1700
33713,83,Vinon-sur-Verdon,83560,83150,4198,116,36,5.8,43.7167,450
33714,83,Bagnols-en-Forêt,83600,83008,2440,56,42.9,6.7,43.5333,561
33715,83,Mayons,83340,83075,639,22,28.86,6.36667,43.3167,742
33716,83,Trigance,83840,83142,163,2,60.6,6.45,43.7667,1270
33717,83,Ginasservis,83560,83066,1496,39,37.47,5.85,43.6667,490
33718,84,Villes-sur-Auzon,84570,84148,1296,47,27.08,5.23333,44.05,856
33719,84,Visan,84820,84150,1932,47,41.07,4.96667,44.3,386
33720,84,Rasteau,84110,84096,798,42,18.81,4.98333,44.2167,366
33721,84,Saint-Saturnin-lès-Apt,84490,84118,2658,35,75.79,5.38389,43.9442,1093
33722,84,Bédarrides,84370,84016,5146,207,24.79,4.9,44.0333,119
33723,84,Brantes,84390,84021,84,2,28.18,5.33333,44.1833,1911
33724,84,Oppède,84580,84086,1359,56,24.1,5.18333,43.8333,733
33725,84,Uchaux,84100,84135,1386,75,18.48,4.8,44.2167,285
33726,84,Saignon,84400,84105,1024,52,19.6,5.43333,43.8667,634
33727,84,Bédoin,84410,84017,3207,35,91.03,5.16667,44.1167,1911
33728,84,Saint-Martin-de-Castillon,84750,84112,751,19,38.21,5.51667,43.8667,1072
33729,84,Caromb,84330,84030,3179,176,17.98,5.1,44.1167,453
33730,84,Malaucène,84340,84069,2665,58,45.33,5.13333,44.1667,1132
33731,84,Grillon,84600,84053,1705,114,14.92,4.93333,44.4,248
33732,84,Saint-Pierre-de-Vassols,84330,84115,493,100,4.93,5.15,44.1,362
33733,84,Lioux,84220,84066,252,6,38.89,5.31667,43.95,885
33734,84,Castellet,84400,84033,116,11,9.84,5.48333,43.85,1120
33735,84,Cabrières-d'Aigues,84240,84024,841,44,18.96,5.5,43.7833,1122
33736,84,Mormoiron,84570,84082,1927,76,25.03,5.18333,44.0667,450
33737,84,Villelaure,84530,84147,3223,176,18.25,5.43333,43.7167,369
33738,84,Le Pontet,84130,84092,16731,1553,10.77,4.85,43.9667,30
33739,84,Saint-Trinit,84390,84120,123,7,16.66,5.46667,44.1,914
33740,84,Faucon,84110,84045,416,48,8.65,5.15,44.2667,459
33741,84,Saint-Christol,84390,84107,1350,29,46.08,5.5,44.0333,1108
33742,84,Mérindol,84360,84074,1966,73,26.59,5.2,43.75,620
33743,84,Châteauneuf-du-Pape,84230,84037,2140,82,25.85,4.83333,44.05,130
33744,84,Cavaillon,84300,84035,24951,542,45.96,5.03805,43.8375,200
33745,84,Beaumes-de-Venise,84190,84012,2305,122,18.89,5.03333,44.1167,442
33746,84,Modène,84330,84077,422,89,4.73,5.11667,44.1,409
33747,84,Méthamis,84570,84075,396,10,36.81,5.21667,44.0167,891
33748,84,Lamotte-du-Rhône,84840,84063,407,34,11.97,4.68333,44.2667,57
33749,84,Vedène,84270,84141,10580,946,11.18,4.9,43.9833,117
33750,84,Cadenet,84160,84026,4085,162,25.08,5.36667,43.7333,376
33751,84,La Tour-d'Aigues,84240,84133,3947,95,41.3,5.55,43.7333,510
33752,84,Althen-des-Paluds,84210,84001,2685,419,6.4,4.95,44,38
33753,84,Morières-lès-Avignon,84310,84081,7676,741,10.35,4.90473,43.9417,116
33754,84,Puyméras,84110,84094,648,44,14.59,5.13333,44.2667,846
33755,84,Caumont-sur-Durance,84510,84034,4635,254,18.23,4.95,43.9,134
33756,84,Jonquières,84150,84056,4576,191,23.87,4.9,44.1167,85
33757,84,Richerenches,84600,84097,696,63,10.96,4.91667,44.3667,174
33758,84,Peypin-d'Aigues,84240,84090,599,34,17.36,5.56667,43.8,1040
33759,84,Pernes-les-Fontaines,84210,84088,10405,203,51.12,5.05,44,263
33760,84,Sannes,84240,84121,173,37,4.6,5.48333,43.75,360
33761,84,Le Barroux,84330,84008,643,40,16.04,5.1,44.1333,670
33762,84,Lafare,84190,84059,113,24,4.54,5.05,44.15,528
33763,84,Sarrians,84260,84122,5809,154,37.49,4.96667,44.0833,118
33764,84,Sorgues,84700,84129,18046,540,33.4,4.86667,44,114
33765,84,La Bastide-des-Jourdans,84240,84009,1308,47,27.74,5.63333,43.7833,725
33766,84,Violès,84150,84149,1553,105,14.79,4.95,44.1667,124
33767,84,Viens,84750,84144,606,17,34.59,5.56667,43.9,784
33768,84,Camaret-sur-Aigues,84850,84029,4518,257,17.53,4.88333,44.1667,97
33769,84,Blauvac,84570,84018,447,21,20.8,5.2,44.0333,831
33770,84,Vitrolles-en-Lubéron,84240,84151,186,11,16.15,5.59528,43.8112,940
33771,84,Lagarde-Paréol,84290,84061,304,32,9.29,4.85,44.2167,253
33772,84,Lagnes,84800,84062,1681,99,16.93,5.11667,43.9,622
33773,84,Vacqueyras,84190,84136,1050,117,8.97,4.98333,44.1333,254
33774,84,Puget,84360,84093,674,37,17.9,5.3,43.75,703
33775,84,Malemort-du-Comtat,84570,84070,1510,126,11.92,5.16667,44.0167,364
33776,84,Auribeau,84400,84006,75,10,7.5,5.45862,43.8364,1122
33777,84,Gigondas,84190,84049,556,20,27.14,5,44.1667,698
33778,84,Villars,84400,84145,786,26,30.05,5.4,43.9167,1184
33779,84,Rustrel,84400,84103,749,26,28.26,5.48333,43.9167,1073
33780,84,Séguret,84110,84126,869,41,21.04,5.01667,44.2,513
33781,84,Saint-Marcellin-lès-Vaison,84110,84111,340,95,3.56,5.09862,44.23,444
33782,84,Mondragon,84430,84078,3691,90,40.65,4.71667,44.2333,217
33783,84,Cabrières-d'Avignon,84220,84025,1810,123,14.68,5.16667,43.9,626
33784,84,Saint-Saturnin-lès-Avignon,84450,84119,4894,783,6.25,4.93333,43.95,117
33785,84,Savoillan,84390,84125,94,10,8.81,5.38333,44.1833,1387
33786,84,Châteauneuf-de-Gadagne,84470,84036,3259,241,13.48,4.93333,43.9333,124
33787,84,Robion,84440,84099,4120,232,17.7,5.11667,43.85,656
33788,84,Entrechaux,84340,84044,1071,71,14.91,5.13333,44.2167,463
33789,84,Roaix,84110,84098,647,110,5.83,5.01667,44.25,384
33790,84,Gordes,84220,84050,2113,43,48.04,5.2,43.9,635
33791,84,Saint-Roman-de-Malegarde,84290,84117,326,39,8.21,4.96667,44.2667,366
33792,84,Mornas,84550,84083,2305,88,26.09,4.73333,44.2,234
33793,84,Sault,84390,84123,1362,12,111.15,5.40806,44.0912,1591
33794,84,Ansouis,84240,84002,1125,63,17.63,5.46667,43.7333,390
33795,84,L'Isle-sur-la-Sorgue,84800,84054,19048,427,44.57,5.05,43.9167,246
33796,84,Goult,84220,84051,1161,48,23.77,5.25,43.8667,335
33797,84,Piolenc,84420,84091,5006,201,24.8,4.76667,44.1833,170
33798,84,Lourmarin,84160,84068,1005,49,20.18,5.36667,43.7667,818
33799,84,Saint-Romain-en-Viennois,84110,84116,856,95,9,5.11667,44.2667,447
33800,84,Ménerbes,84560,84073,1104,36,30.27,5.21667,43.8333,693
33801,84,Valréas,84600,84138,9800,169,57.97,4.98333,44.3833,530
33802,84,Gignac,84400,84048,56,6,8.15,5.53333,43.9167,834
33803,84,Bonnieux,84480,84020,1420,27,51.12,5.3,43.8167,715
33804,84,Buoux,84480,84023,116,6,17.54,5.38333,43.8333,902
33805,84,Vaugines,84160,84140,526,33,15.55,5.41667,43.7833,902
33806,84,Puyvert,84160,84095,757,77,9.78,5.35,43.7667,615
33807,84,Carpentras,84200,84031,29278,772,37.92,5.05,44.05,212
33808,84,Courthézon,84350,84039,5387,164,32.78,4.88333,44.0833,126
33809,84,Beaumont-du-Ventoux,84340,84015,311,11,28.16,5.16667,44.1833,1911
33810,84,Buisson,84110,84022,278,29,9.49,5,44.2833,395
33811,84,Sablet,84110,84104,1219,109,11.1,5,44.1833,419
33812,84,Entraigues-sur-la-Sorgue,84320,84043,7795,470,16.57,4.92667,44.0031,42
33813,84,Saint-Pantaléon,84220,84114,186,238,0.78,5.25,43.8833,277
33814,84,Murs,84220,84085,422,13,31.27,5.25,43.95,805
33815,84,Mirabeau,84120,84076,1184,37,31.66,5.65612,43.7042,628
33816,84,Lagarde-d'Apt,84400,84060,37,1,21.79,5.48333,43.9833,1252
33817,84,Saumane-de-Vaucluse,84800,84124,856,41,20.81,5.10612,43.9364,671
33818,84,Venasque,84210,84143,1156,33,35.01,5.15,43.9833,639
33819,84,Velleron,84740,84142,2958,180,16.39,5.03333,43.95,246
33820,84,Mazan,84380,84072,5792,152,37.92,5.13333,44.05,450
33821,84,Caseneuve,84750,84032,448,24,18.11,5.48333,43.8833,599
33822,84,Le Beaucet,84210,84011,363,40,9.04,5.11667,43.9833,665
33823,84,Sérignan-du-Comtat,84830,84127,2403,121,19.82,4.85,44.1833,240
33824,84,Taillades,84300,84131,1959,285,6.86,5.1,43.8333,527
33825,84,Aubignan,84810,84004,4864,309,15.7,5.01667,44.1,153
33826,84,Fontaine-de-Vaucluse,84800,84139,668,93,7.14,5.13333,43.9167,652
33827,84,La Motte-d'Aigues,84240,84084,1350,92,14.63,5.51667,43.7667,1060
33828,84,Monieux,84390,84079,338,7,47.12,5.36667,44.0667,1022
33829,84,La Bastidonne,84120,84010,736,124,5.9,5.56667,43.7167,479
33830,84,Beaumont-de-Pertuis,84120,84014,1055,18,56.07,5.7,43.7333,602
33831,84,Bollène,84500,84019,13843,256,54.03,4.75,44.2833,312
33832,84,Villedieu,84110,84146,514,45,11.38,5.03333,44.2833,443
33833,84,Monteux,84170,84080,10989,281,39.02,5,44.0333,80
33834,84,Flassan,84410,84046,412,19,20.6,5.25,44.1,1058
33835,84,La Roque-sur-Pernes,84210,84101,431,39,11.03,5.1,43.9833,502
33836,84,Roussillon,84220,84102,1305,43,29.77,5.28333,43.9,365
33837,84,Orange,84100,84087,29135,392,74.2,4.8,44.1333,127
33838,84,Avignon,84000,84007,89683,1381,64.91,4.81667,43.95,122
33839,84,Aurel,84390,84005,182,6,28.9,5.41667,44.1333,1600
33840,84,Saint-Léger-du-Ventoux,84390,84110,33,1,19.29,5.26667,44.2,1911
33841,84,La Roque-Alric,84190,84100,64,13,4.87,5.06667,44.15,517
33842,84,Saint-Martin-de-la-Brasque,84760,84113,748,132,5.64,5.53333,43.7667,421
33843,84,Sivergues,84400,84128,49,5,9.39,5.4,43.8333,993
33844,84,Jonquerettes,84450,84055,1358,528,2.57,4.93333,43.95,119
33845,84,Beaumettes,84220,84013,239,92,2.59,5.23333,43.85,229
33846,84,Cairanne,84290,84028,983,43,22.51,4.93333,44.2333,339
33847,84,Pertuis,84120,84089,18931,285,66.23,5.5,43.6833,472
33848,84,Maubec,84660,84071,1874,205,9.13,5.16667,43.85,663
33849,84,Le Thor,84250,84132,8281,233,35.53,5,43.9333,111
33850,84,Suzette,84190,84130,119,17,6.75,5.06667,44.1667,722
33851,84,Lacoste,84480,84058,413,38,10.66,5.3,43.8333,716
33852,84,Grambois,84240,84052,1110,35,31.2,5.58333,43.7667,628
33853,84,Travaillan,84850,84134,665,37,17.65,4.9,44.1833,112
33854,84,Apt,84400,84003,11755,263,44.57,5.4,43.8833,567
33855,84,Sainte-Cécile-les-Vignes,84290,84106,2295,115,19.82,4.88333,44.25,138
33856,84,Lauris,84360,84065,3655,167,21.81,5.31667,43.75,680
33857,84,Vaison-la-Romaine,84110,84137,6169,228,26.99,5.06667,44.2333,493
33858,84,Cucuron,84160,84042,1830,55,32.68,5.43333,43.7833,1105
33859,84,Lapalud,84840,84064,3832,220,17.37,4.68333,44.3,59
33860,84,Caderousse,84860,84027,2735,84,32.39,4.75,44.1,40
33861,84,Loriol-du-Comtat,84870,84067,2390,211,11.29,5,44.0833,93
33862,84,Crestet,84110,84040,458,39,11.48,5.08333,44.2167,567
33863,84,Saint-Hippolyte-le-Graveyron,84330,84109,164,33,4.94,5.07445,44.1228,438
33864,84,Crillon-le-Brave,84410,84041,448,58,7.63,5.15,44.1167,443
33865,84,Joucas,84220,84057,326,39,8.29,5.25,43.9167,447
33866,84,Gargas,84400,84047,2929,196,14.9,5.38333,43.9,461
33867,84,Saint-Didier,84210,84108,2128,587,3.62,5.11667,44,262
33868,84,Cheval-Blanc,84460,84038,4138,70,58.56,5.06667,43.8,725
33869,85,La Gaubretière,85130,85097,2969,97,30.33,-1.06667,46.95,203
33870,85,Damvix,85420,85078,801,68,11.66,-0.733333,46.3167,10
33871,85,Saint-Hilaire-de-Loulay,85600,85224,4235,104,40.62,-1.33333,47,72
33872,85,Sainte-Radégonde-des-Noyers,85450,85267,804,25,31.13,-1.05,46.3667,7
33873,85,Bretignolles-sur-Mer,85470,85035,4157,152,27.32,-1.86667,46.6333,38
33874,85,Mormaison,85260,85150,1053,68,15.44,0.550001,46.907,71
33875,85,La Jonchère,85540,85116,387,33,11.5,-1.36667,46.4333,35
33876,85,Liez,85420,85123,268,31,8.38,-0.7,46.3667,15
33877,85,Vairé,85150,85298,1504,53,28.12,-1.75,46.6,71
33878,85,Saint-Martin-de-Fraigneau,85200,85244,835,61,13.56,-0.75,46.4333,37
33879,85,Vouvant,85120,85305,852,42,20.2,-0.783333,46.5667,110
33880,85,Saint-Vincent-Sterlanges,85110,85276,718,160,4.46,-1.08333,46.7333,84
33881,85,Breuil-Barret,85120,85037,645,43,14.74,-0.683333,46.65,246
33882,85,Poiroux,85440,85179,902,35,25.38,0.465279,46.5048,74
33883,85,Saint-Jean-de-Beugné,85210,85233,571,42,13.36,-1.08333,46.5167,51
33884,85,Loge-Fougereuse,85120,85125,363,35,10.37,-0.7,46.6167,166
33885,85,Lairoux,85400,85117,603,45,13.19,-1.25,46.45,32
33886,85,Saint-Vincent-sur-Graon,85540,85277,1320,27,48.79,-1.38333,46.5167,79
33887,85,Saint-Germain-de-Prinçay,85110,85220,1495,61,24.34,-1,46.7167,98
33888,85,La Guyonnière,85600,85107,2706,118,22.84,-1.25,46.9667,84
33889,85,Le Poiré-sur-Velluire,85770,85177,627,36,16.95,-0.9,46.4,42
